 @# k   band (eV)
   0.449  -5.321  -4.787  -2.587  -0.783   0.626   7.884   9.381  11.775  13.399
   0.450  -5.328  -4.794  -2.568  -0.779   0.617   7.869   9.372  11.778  13.422
   0.451  -5.336  -4.801  -2.550  -0.775   0.609   7.855   9.363  11.780  13.444
   0.452  -5.343  -4.808  -2.531  -0.771   0.600   7.841   9.355  11.783  13.465
   0.453  -5.351  -4.814  -2.513  -0.767   0.591   7.827   9.346  11.785  13.486
   0.454  -5.358  -4.820  -2.495  -0.763   0.583   7.814   9.338  11.787  13.506
   0.455  -5.365  -4.826  -2.478  -0.759   0.574   7.801   9.330  11.790  13.525
   0.456  -5.372  -4.831  -2.461  -0.755   0.566   7.789   9.322  11.792  13.544
   0.457  -5.379  -4.837  -2.444  -0.752   0.557   7.776   9.315  11.795  13.562
   0.458  -5.386  -4.842  -2.427  -0.748   0.549   7.765   9.307  11.797  13.579
   0.459  -5.393  -4.846  -2.411  -0.744   0.541   7.753   9.300  11.799  13.596
   0.460  -5.399  -4.851  -2.395  -0.741   0.533   7.742   9.293  11.802  13.612
   0.461  -5.406  -4.855  -2.380  -0.738   0.525   7.732   9.286  11.804  13.627
   0.462  -5.412  -4.859  -2.365  -0.734   0.517   7.721   9.279  11.806  13.642
   0.462  -5.418  -4.863  -2.350  -0.731   0.509   7.711   9.273  11.808  13.656
   0.463  -5.424  -4.867  -2.336  -0.728   0.501   7.702   9.267  11.811  13.670
   0.464  -5.430  -4.871  -2.322  -0.725   0.494   7.693   9.261  11.813  13.683
   0.465  -5.436  -4.874  -2.309  -0.722   0.487   7.684   9.255  11.815  13.695
   0.466  -5.441  -4.877  -2.296  -0.720   0.480   7.675   9.249  11.817  13.707
   0.467  -5.446  -4.880  -2.284  -0.717   0.473   7.667   9.244  11.819  13.719
   0.468  -5.451  -4.883  -2.272  -0.715   0.466   7.660   9.239  11.820  13.729
   0.469  -5.456  -4.886  -2.260  -0.712   0.460   7.652   9.234  11.822  13.739
   0.470  -5.461  -4.888  -2.249  -0.710   0.454   7.645   9.229  11.824  13.749
   0.471  -5.465  -4.891  -2.239  -0.708   0.448   7.639   9.225  11.826  13.758
   0.472  -5.469  -4.893  -2.229  -0.706   0.443   7.633   9.220  11.827  13.766
   0.473  -5.473  -4.895  -2.220  -0.704   0.437   7.627   9.216  11.829  13.774
   0.474  -5.477  -4.897  -2.211  -0.702   0.432   7.621   9.213  11.830  13.781
   0.475  -5.481  -4.899  -2.203  -0.700   0.427   7.616   9.209  11.832  13.788
   0.476  -5.484  -4.900  -2.195  -0.699   0.423   7.611   9.206  11.833  13.795
   0.477  -5.487  -4.902  -2.188  -0.697   0.419   7.607   9.203  11.834  13.800
   0.478  -5.490  -4.903  -2.181  -0.696   0.415   7.603   9.201  11.835  13.806
   0.479  -5.492  -4.905  -2.175  -0.695   0.412   7.599   9.198  11.836  13.810
   0.480  -5.494  -4.906  -2.170  -0.694   0.409   7.596   9.196  11.837  13.815
