@#  a(A)  Mtot(muB)
3.60000000000000000000 0.0000125
3.70000000000000000000 0.0001639
3.80000000000000000000 0.0000169
3.90000000000000000000 0.0000270
4.00000000000000000000 0.0003089
4.10000000000000000000 0.0000893
4.20000000000000000000 0.0002901
4.30000000000000000000 1.4612484
4.40000000000000000000 1.5649435
4.50000000000000000000 1.5771393
4.60000000000000000000 1.5917267
4.70000000000000000000 1.6008069
4.80000000000000000000 1.6065947
4.90000000000000000000 1.6139074
5.00000000000000000000 1.6233023
5.10000000000000000000 1.6322317
5.20000000000000000000 1.6393714
5.30000000000000000000 1.6451819
5.40000000000000000000 1.6503958
5.50000000000000000000 1.6552941
5.60000000000000000000 1.6597427
5.70000000000000000000 1.6634717
5.80000000000000000000 1.6663294
5.90000000000000000000 1.6682962
6.00000000000000000000 1.6693710
6.10000000000000000000 1.6695238
6.20000000000000000000 1.6687622
6.30000000000000000000 1.6671786
6.40000000000000000000 1.6649717
6.50000000000000000000 1.6623701
6.60000000000000000000 1.6596180
6.70000000000000000000 1.6569460
6.80000000000000000000 1.6547404
6.90000000000000000000 1.6532115
7.00000000000000000000 1.6530711
