10 4.65315449453378884902 13.711570435416116 -0.0000 0.0000 0.2532 0.0000 -0.0000 -0.2532
10 4.65783103171422481770 13.712234639927617 0.0000 0.0000 0.2513 -0.0000 -0.0000 -0.2513
10 4.66250756889466078638 13.712894620073637 -0.0000 0.0000 0.2495 0.0000 -0.0000 -0.2495
10 4.66718410607509675506 13.713550345670550 0.0000 0.0000 0.2476 -0.0000 -0.0000 -0.2476
10 4.67186064325553272380 13.714201785991154 -0.0000 -0.0000 0.2458 0.0000 0.0000 -0.2458
10 4.67653718043596869248 13.714848909527435 -0.0000 -0.0000 0.2439 0.0000 0.0000 -0.2439
10 4.68121371761640466116 13.715491686618970 -0.0000 0.0000 0.2420 0.0000 -0.0000 -0.2420
10 4.68589025479684062984 13.716130085589405 0.0000 0.0000 0.2402 -0.0000 -0.0000 -0.2402
10 4.69056679197727659858 13.716764076067152 0.0000 -0.0000 0.2383 -0.0000 0.0000 -0.2383
10 4.69524332915771256726 13.717393626861956 0.0000 -0.0000 0.2364 -0.0000 0.0000 -0.2364
10 4.69991986633814853594 13.718018706425129 -0.0000 -0.0000 0.2345 0.0000 0.0000 -0.2345
