 @# k   band (eV)
   0.180  -3.804  -3.794  -2.510  -2.488  -1.526  -0.933  -0.923   0.560   0.581   1.506   2.220   2.502   9.663   9.663   9.975  10.246  10.247  10.502
   0.182  -3.822  -3.812  -2.505  -2.483  -1.500  -0.947  -0.937   0.566   0.587   1.531   2.325   2.606   9.739   9.739   9.872  10.318  10.318  10.400
   0.184  -3.838  -3.828  -2.500  -2.479  -1.476  -0.961  -0.950   0.572   0.593   1.555   2.428   2.708   9.769   9.811   9.811  10.301  10.385  10.386
   0.187  -3.854  -3.844  -2.496  -2.474  -1.453  -0.973  -0.963   0.577   0.598   1.578   2.530   2.808   9.669   9.880   9.880  10.203  10.449  10.449
   0.189  -3.868  -3.858  -2.492  -2.470  -1.432  -0.985  -0.975   0.582   0.603   1.599   2.630   2.906   9.571   9.944   9.945  10.108  10.509  10.509
   0.191  -3.882  -3.872  -2.488  -2.466  -1.412  -0.996  -0.986   0.587   0.608   1.620   2.726   3.000   9.475  10.005  10.005  10.016  10.565  10.566
   0.193  -3.895  -3.885  -2.484  -2.463  -1.393  -1.007  -0.996   0.592   0.613   1.639   2.820   3.091   9.383   9.927  10.062  10.062  10.618  10.618
   0.196  -3.907  -3.897  -2.481  -2.459  -1.376  -1.016  -1.005   0.596   0.617   1.656   2.910   3.178   9.294   9.842  10.114  10.115  10.666  10.667
   0.198  -3.918  -3.908  -2.478  -2.456  -1.360  -1.025  -1.014   0.600   0.621   1.673   2.995   3.260   9.210   9.761  10.163  10.163  10.711  10.711
   0.200  -3.928  -3.918  -2.475  -2.453  -1.346  -1.033  -1.021   0.603   0.624   1.688   3.076   3.338   9.130   9.684  10.207  10.207  10.752  10.752
   0.202  -3.937  -3.927  -2.472  -2.450  -1.333  -1.040  -1.028   0.606   0.627   1.702   3.152   3.411   9.055   9.613  10.248  10.248  10.789  10.789
   0.204  -3.945  -3.935  -2.470  -2.448  -1.321  -1.047  -1.034   0.609   0.630   1.714   3.222   3.477   8.986   9.547  10.284  10.284  10.822  10.822
   0.207  -3.952  -3.942  -2.468  -2.446  -1.311  -1.052  -1.040   0.612   0.633   1.725   3.285   3.538   8.923   9.487  10.316  10.316  10.851  10.851
   0.209  -3.958  -3.948  -2.466  -2.444  -1.302  -1.057  -1.044   0.614   0.635   1.734   3.341   3.591   8.867   9.434  10.343  10.343  10.876  10.877
   0.211  -3.964  -3.954  -2.464  -2.443  -1.295  -1.061  -1.048   0.616   0.637   1.742   3.390   3.637   8.818   9.389  10.367  10.367  10.898  10.898
   0.213  -3.968  -3.958  -2.463  -2.441  -1.289  -1.065  -1.051   0.618   0.639   1.749   3.431   3.676   8.778   9.351  10.386  10.386  10.915  10.915
   0.216  -3.971  -3.961  -2.462  -2.440  -1.285  -1.067  -1.054   0.619   0.640   1.754   3.463   3.706   8.746   9.321  10.401  10.401  10.929  10.929
   0.218  -3.974  -3.964  -2.461  -2.440  -1.281  -1.069  -1.055   0.620   0.641   1.758   3.486   3.728   8.723   9.299  10.411  10.411  10.939  10.939
   0.220  -3.975  -3.965  -2.461  -2.439  -1.279  -1.070  -1.056   0.620   0.641   1.760   3.501   3.741   8.709   9.286  10.418  10.418  10.944  10.944
   0.222  -3.976  -3.966  -2.461  -2.439  -1.279  -1.071  -1.057   0.620   0.641   1.761   3.505   3.746   8.704   9.281  10.420  10.420  10.946  10.946
 @# k   EF=0
   0.000   0.000
   0.222   0.000
